periodo,estu_tipodocumento,estu_consecutivo,cole_area_ubicacion,cole_bilingue,cole_calendario,cole_caracter,cole_cod_dane_establecimiento,cole_cod_dane_sede,cole_cod_depto_ubicacion,cole_cod_mcpio_ubicacion,cole_codigo_icfes,cole_depto_ubicacion,cole_genero,cole_jornada,cole_mcpio_ubicacion,cole_naturaleza,cole_nombre_establecimiento,cole_nombre_sede,cole_sede_principal,estu_cod_depto_presentacion,estu_cod_mcpio_presentacion,estu_cod_reside_depto,estu_cod_reside_mcpio,estu_depto_presentacion,estu_depto_reside,estu_estadoinvestigacion,estu_estudiante,estu_fechanacimiento,estu_genero,estu_mcpio_presentacion,estu_mcpio_reside,estu_nacionalidad,estu_pais_reside,estu_privado_libertad,fami_cuartoshogar,fami_educacionmadre,fami_educacionpadre,fami_estratovivienda,fami_personashogar,fami_tieneautomovil,fami_tienecomputador,fami_tieneinternet,fami_tienelavadora,desemp_ingles,punt_ingles,punt_matematicas,punt_sociales_ciudadanas,punt_c_naturales,punt_lectura_critica,punt_global,semestre_prueba
20181,TI,SB11201810006327,URBANO,No,B,ACADEMICO,368001000516,368001000516,68,68276,110858,SANTANDER,MIXTO,COMPLETA,FLORIDABLANCA,NO OFICIAL,COL NUEVO CAMBRIDGE,COL NUEVO CAMBRIDGE,Si,68.0,68001.0,68.0,68001.0,SANTANDER,SANTANDER,PUBLICAR,ESTUDIANTE,2001-04-30,F,BUCARAMANGA,BUCARAMANGA,COLOMBIA,COLOMBIA,No,TRES,EDUCACION PROFESIONAL COMPLETA,POSTGRADO,ESTRATO 5,3 A 4,Si,Si,Si,Si,B+,85.0,78.0,73,71,73,373,1
20181,TI,SB11201810006327,URBANO,No,B,ACADEMICO,368001000516,368001000516,68,68276,110858,SANTANDER,MIXTO,COMPLETA,FLORIDABLANCA,NO OFICIAL,COL NUEVO CAMBRIDGE,COL NUEVO CAMBRIDGE,Si,68.0,68001.0,68.0,68001.0,SANTANDER,SANTANDER,PUBLICAR,ESTUDIANTE,2001-04-30,F,BUCARAMANGA,BUCARAMANGA,COLOMBIA,COLOMBIA,No,TRES,EDUCACION PROFESIONAL COMPLETA,POSTGRADO,ESTRATO 5,3 A 4,Si,Si,Si,Si,B+,85.0,78.0,73,71,73,373,1
20181,CC,SB11201810037343,URBANO,No,A,ACADEMICO,311001104786,311001104786,11,11001,195057,BOGOTA,MIXTO,MANANA,BOGOTA D.C.,NO OFICIAL,COLEGIO BRITANICO SEDE TUNJUELITO,COL BRITANICO SEDE TUNJUELITO,Si,11.0,11001.0,11.0,11001.0,BOGOTA,BOGOTA,PUBLICAR,ESTUDIANTE,1996-03-31,F,BOGOTA D.C.,BOGOTA D.C.,COLOMBIA,COLOMBIA,No,UNO,EDUCACION PROFESIONAL COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA,ESTRATO 2,5 A 6,No,Si,Si,No,A-,27.0,33.0,35,29,35,163,1
20181,TI,SB11201810027750,URBANO,Si,B,ACADEMICO,311001019941,311001019941,11,11001,19448,BOGOTA,MIXTO,COMPLETA,BOGOTA D.C.,NO OFICIAL,COLEGIO NUEVA GRANADA,COL NUEVA GRANADA,Si,11.0,11001.0,11.0,11001.0,BOGOTA,BOGOTA,PUBLICAR,ESTUDIANTE,1999-11-07,M,BOGOTA D.C.,BOGOTA D.C.,COLOMBIA,COLOMBIA,No,CINCO,EDUCACION PROFESIONAL COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA,ESTRATO 6,5 A 6,Si,Si,Si,Si,B+,89.0,76.0,77,68,63,362,1
20181,TI,SB11201810027750,URBANO,Si,B,ACADEMICO,311001019941,311001019941,11,11001,19448,BOGOTA,MIXTO,COMPLETA,BOGOTA D.C.,NO OFICIAL,COLEGIO NUEVA GRANADA,COL NUEVA GRANADA,Si,11.0,11001.0,11.0,11001.0,BOGOTA,BOGOTA,PUBLICAR,ESTUDIANTE,1999-11-07,M,BOGOTA D.C.,BOGOTA D.C.,COLOMBIA,COLOMBIA,No,CINCO,EDUCACION PROFESIONAL COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA,ESTRATO 6,5 A 6,Si,Si,Si,Si,B+,89.0,76.0,77,68,63,362,1
20181,TI,SB11201810011419,URBANO,Si,B,ACADEMICO,308001000882,308001000882,8,8001,3046,ATLANTICO,MIXTO,COMPLETA,BARRANQUILLA,NO OFICIAL,CORP CULT COL ALEMAN,CORP CULT COL ALEMAN,Si,8.0,8001.0,8.0,8001.0,ATLANTICO,ATLANTICO,PUBLICAR,ESTUDIANTE,2001-05-26,F,BARRANQUILLA,BARRANQUILLA,COLOMBIA,COLOMBIA,No,TRES,EDUCACION PROFESIONAL COMPLETA,POSTGRADO,ESTRATO 5,3 A 4,Si,Si,Si,Si,B1,75.0,51.0,54,59,55,282,1
20181,TI,SB11201810011419,URBANO,Si,B,ACADEMICO,308001000882,308001000882,8,8001,3046,ATLANTICO,MIXTO,COMPLETA,BARRANQUILLA,NO OFICIAL,CORP CULT COL ALEMAN,CORP CULT COL ALEMAN,Si,8.0,8001.0,8.0,8001.0,ATLANTICO,ATLANTICO,PUBLICAR,ESTUDIANTE,2001-05-26,F,BARRANQUILLA,BARRANQUILLA,COLOMBIA,COLOMBIA,No,TRES,EDUCACION PROFESIONAL COMPLETA,POSTGRADO,ESTRATO 5,3 A 4,Si,Si,Si,Si,B1,75.0,51.0,54,59,55,282,1
20181,TI,SB11201810025156,URBANO,No,B,TECNICO/ACADEMICO,376001007670,376001007670,76,76001,84988,VALLE,MIXTO,TARDE,CALI,NO OFICIAL,COLEGIO LEON DE GREIFF,COLEGIO LEON DE GREIFF,Si,76.0,76001.0,76.0,76001.0,VALLE,VALLE,PUBLICAR,ESTUDIANTE,2001-09-14,F,CALI,CALI,COLOMBIA,COLOMBIA,No,SEIS O MAS,POSTGRADO,EDUCACION PROFESIONAL COMPLETA,ESTRATO 3,5 A 6,Si,Si,Si,Si,B1,69.0,35.0,48,57,60,257,1
20181,TI,SB11201810025156,URBANO,No,B,TECNICO/ACADEMICO,376001007670,376001007670,76,76001,84988,VALLE,MIXTO,TARDE,CALI,NO OFICIAL,COLEGIO LEON DE GREIFF,COLEGIO LEON DE GREIFF,Si,76.0,76001.0,76.0,76001.0,VALLE,VALLE,PUBLICAR,ESTUDIANTE,2001-09-14,F,CALI,CALI,COLOMBIA,COLOMBIA,No,SEIS O MAS,POSTGRADO,EDUCACION PROFESIONAL COMPLETA,ESTRATO 3,5 A 6,Si,Si,Si,Si,B1,69.0,35.0,48,57,60,257,1
20181,CC,SB11201810027971,URBANO,No,A,ACADEMICO,311001105731,311001105731,11,11001,169268,BOGOTA,MIXTO,MANANA,BOGOTA D.C.,NO OFICIAL,ACAD CENTRAL DE SISTEMAS ACSI,ACAD CENTRAL DE SISTEMAS ACSI,Si,11.0,11001.0,11.0,11001.0,BOGOTA,BOGOTA,PUBLICAR,ESTUDIANTE,1962-11-23,F,BOGOTA D.C.,BOGOTA D.C.,COLOMBIA,COLOMBIA,No,DOS,PRIMARIA INCOMPLETA,PRIMARIA INCOMPLETA,ESTRATO 4,3 A 4,Si,Si,Si,Si,A-,43.0,46.0,55,47,53,248,1
20181,TI,SB11201810017708,URBANO,No,A,ACADEMICO,373443001249,373443001249,73,73443,104737,TOLIMA,MIXTO,SABATINA,SAN SEBASTIAN DE MARIQUITA,NO OFICIAL,SENDAS - MARIQUITA (INST SERV EDUC NAL DE ADULTOS SENDAS),INST SERV EDUC NAL DE ADULTOS SENDAS,Si,17.0,17380.0,73.0,73443.0,CALDAS,TOLIMA,PUBLICAR,ESTUDIANTE,2000-06-12,F,LA DORADA,SAN SEBASTIAN DE MARIQUITA,COLOMBIA,COLOMBIA,No,TRES,SECUNDARIA (BACHILLERATO) INCOMPLETA,PRIMARIA COMPLETA,ESTRATO 1,5 A 6,No,No,No,No,A-,39.0,33.0,31,38,35,173,1
20181,TI,SB11201810027840,URBANO,No,A,ACADEMICO,311001105928,311001105928,11,11001,112300,BOGOTA,MIXTO,MANANA,BOGOTA D.C.,NO OFICIAL,CENT EDUC PROEDUCAR,CENT EDUC PROEDUCAR,Si,11.0,11001.0,11.0,11001.0,BOGOTA,BOGOTA,PUBLICAR,ESTUDIANTE,2000-07-04,M,BOGOTA D.C.,BOGOTA D.C.,COLOMBIA,COLOMBIA,No,CUATRO,NAN,NAN,NAN,5 A 6,No,Si,Desconocido,Si,A-,23.0,34.0,50,38,29,183,1
20181,TI,SB11201810004251,URBANO,Si,B,ACADEMICO,311001042667,311001042667,11,11001,79285,BOGOTA,MIXTO,COMPLETA,BOGOTA D.C.,NO OFICIAL,GIMN FONTANA,GIMN FONTANA,Si,11.0,11001.0,11.0,11001.0,BOGOTA,BOGOTA,PUBLICAR,ESTUDIANTE,2000-06-16,F,BOGOTA D.C.,BOGOTA D.C.,COLOMBIA,COLOMBIA,No,NAN,POSTGRADO,EDUCACION PROFESIONAL COMPLETA,ESTRATO 5,5 A 6,Si,Si,Si,Si,B+,83.0,64.0,61,63,71,331,1
20181,TI,SB11201810004251,URBANO,Si,B,ACADEMICO,311001042667,311001042667,11,11001,79285,BOGOTA,MIXTO,COMPLETA,BOGOTA D.C.,NO OFICIAL,GIMN FONTANA,GIMN FONTANA,Si,11.0,11001.0,11.0,11001.0,BOGOTA,BOGOTA,PUBLICAR,ESTUDIANTE,2000-06-16,F,BOGOTA D.C.,BOGOTA D.C.,COLOMBIA,COLOMBIA,No,NAN,POSTGRADO,EDUCACION PROFESIONAL COMPLETA,ESTRATO 5,5 A 6,Si,Si,Si,Si,B+,83.0,64.0,61,63,71,331,1
20181,TI,SB11201810020012,URBANO,Si,B,ACADEMICO,311848002351,311848002351,11,11001,19489,BOGOTA,FEMENINO,COMPLETA,BOGOTA D.C.,NO OFICIAL,COL SANTA FRANCISCA ROMANA,COL SANTA FRANCISCA ROMANA,Si,11.0,11001.0,11.0,11001.0,BOGOTA,BOGOTA,PUBLICAR,ESTUDIANTE,2000-05-15,F,BOGOTA D.C.,BOGOTA D.C.,COLOMBIA,COLOMBIA,No,CUATRO,EDUCACION PROFESIONAL COMPLETA,EDUCACION PROFESIONAL COMPLETA,ESTRATO 5,5 A 6,Si,Si,Si,Si,B+,90.0,79.0,77,76,80,395,1
20181,TI,SB11201810020012,URBANO,Si,B,ACADEMICO,311848002351,311848002351,11,11001,19489,BOGOTA,FEMENINO,COMPLETA,BOGOTA D.C.,NO OFICIAL,COL SANTA FRANCISCA ROMANA,COL SANTA FRANCISCA ROMANA,Si,11.0,11001.0,11.0,11001.0,BOGOTA,BOGOTA,PUBLICAR,ESTUDIANTE,2000-05-15,F,BOGOTA D.C.,BOGOTA D.C.,COLOMBIA,COLOMBIA,No,CUATRO,EDUCACION PROFESIONAL COMPLETA,EDUCACION PROFESIONAL COMPLETA,ESTRATO 5,5 A 6,Si,Si,Si,Si,B+,90.0,79.0,77,76,80,395,1
20181,TI,SB11201810004828,URBANO,No,B,ACADEMICO,319001000396,319001000396,19,19001,7088,CAUCA,FEMENINO,MANANA,POPAYAN,NO OFICIAL,COL SAN JOSE DE TARBES,COL SAN JOSE DE TARBES,Si,19.0,19001.0,19.0,19001.0,CAUCA,CAUCA,PUBLICAR,ESTUDIANTE,2001-12-05,F,POPAYAN,POPAYAN,COLOMBIA,COLOMBIA,No,TRES,POSTGRADO,POSTGRADO,ESTRATO 5,3 A 4,Si,Si,Si,Si,B1,68.0,67.0,61,59,58,309,1
20181,TI,SB11201810004828,URBANO,No,B,ACADEMICO,319001000396,319001000396,19,19001,7088,CAUCA,FEMENINO,MANANA,POPAYAN,NO OFICIAL,COL SAN JOSE DE TARBES,COL SAN JOSE DE TARBES,Si,19.0,19001.0,19.0,19001.0,CAUCA,CAUCA,PUBLICAR,ESTUDIANTE,2001-12-05,F,POPAYAN,POPAYAN,COLOMBIA,COLOMBIA,No,TRES,POSTGRADO,POSTGRADO,ESTRATO 5,3 A 4,Si,Si,Si,Si,B1,68.0,67.0,61,59,58,309,1
20181,CC,SB11201810012034,URBANO,No,OTRO,ACADEMICO,325175032424,325175032424,25,25175,111195,CUNDINAMARCA,MIXTO,NOCHE,CHIA,NO OFICIAL,CENTRO EDUCATIVO DE ADULTOS CEAM,CENTRO EDUCATIVO DE ADULTOS CEAM - SEDE PRINCIPAL,Si,25.0,25899.0,25.0,25175.0,CUNDINAMARCA,CUNDINAMARCA,PUBLICAR,ESTUDIANTE,1999-10-09,M,ZIPAQUIRA,CHIA,COLOMBIA,COLOMBIA,No,CUATRO,TECNICA O TECNOLOGICA INCOMPLETA,PRIMARIA COMPLETA,ESTRATO 2,3 A 4,No,No,No,Si,A-,44.0,56.0,48,44,51,247,1
20181,TI,SB11201810010146,URBANO,No,B,ACADEMICO,376520000216,376520000216,76,76520,18721,VALLE,MASCULINO,COMPLETA,PALMIRA,NO OFICIAL,SEM DE CRISTO SACERDOTE,SEM DE CRISTO SACERDOTE,Si,76.0,76520.0,76.0,76520.0,VALLE,VALLE,PUBLICAR,ESTUDIANTE,2001-12-16,M,PALMIRA,PALMIRA,COLOMBIA,COLOMBIA,No,CUATRO,SECUNDARIA (BACHILLERATO) COMPLETA,PRIMARIA COMPLETA,ESTRATO 4,5 A 6,No,Si,Si,Si,A1,54.0,50.0,50,52,60,265,1
20181,TI,SB11201810010146,URBANO,No,B,ACADEMICO,376520000216,376520000216,76,76520,18721,VALLE,MASCULINO,COMPLETA,PALMIRA,NO OFICIAL,SEM DE CRISTO SACERDOTE,SEM DE CRISTO SACERDOTE,Si,76.0,76520.0,76.0,76520.0,VALLE,VALLE,PUBLICAR,ESTUDIANTE,2001-12-16,M,PALMIRA,PALMIRA,COLOMBIA,COLOMBIA,No,CUATRO,SECUNDARIA (BACHILLERATO) COMPLETA,PRIMARIA COMPLETA,ESTRATO 4,5 A 6,No,Si,Si,Si,A1,54.0,50.0,50,52,60,265,1
20181,TI,SB11201810004094,URBANO,No,B,TECNICO,376111000263,376111000263,76,76111,41434,VALLE,MIXTO,COMPLETA,GUADALAJARA DE BUGA,NO OFICIAL,COL MAYOR CIUDAD DE BUGA,COL MAYOR CIUDAD DE BUGA,Si,76.0,76111.0,76.0,76111.0,VALLE,VALLE,PUBLICAR,ESTUDIANTE,2001-10-10,F,GUADALAJARA DE BUGA,GUADALAJARA DE BUGA,COLOMBIA,COLOMBIA,No,TRES,TECNICA O TECNOLOGICA COMPLETA,EDUCACION PROFESIONAL COMPLETA,ESTRATO 2,3 A 4,No,Si,Si,Si,B1,77.0,77.0,77,76,81,388,1
20181,TI,SB11201810004094,URBANO,No,B,TECNICO,376111000263,376111000263,76,76111,41434,VALLE,MIXTO,COMPLETA,GUADALAJARA DE BUGA,NO OFICIAL,COL MAYOR CIUDAD DE BUGA,COL MAYOR CIUDAD DE BUGA,Si,76.0,76111.0,76.0,76111.0,VALLE,VALLE,PUBLICAR,ESTUDIANTE,2001-10-10,F,GUADALAJARA DE BUGA,GUADALAJARA DE BUGA,COLOMBIA,COLOMBIA,No,TRES,TECNICA O TECNOLOGICA COMPLETA,EDUCACION PROFESIONAL COMPLETA,ESTRATO 2,3 A 4,No,Si,Si,Si,B1,77.0,77.0,77,76,81,388,1
20181,TI,SB11201810048362,URBANO,No,A,ACADEMICO,368001000087,368001000087,68,68001,33837,SANTANDER,MIXTO,TARDE,BUCARAMANGA,NO OFICIAL,COL  FERNANDO DE ARAGON,COL  FERNANDO DE ARAGON,Si,68.0,68001.0,68.0,68001.0,SANTANDER,SANTANDER,PUBLICAR,ESTUDIANTE,2001-04-05,M,BUCARAMANGA,BUCARAMANGA,COLOMBIA,COLOMBIA,No,CUATRO,SECUNDARIA (BACHILLERATO) COMPLETA,EDUCACION PROFESIONAL INCOMPLETA,ESTRATO 2,7 A 8,No,No,Si,Si,A-,37.0,40.0,42,35,39,194,1
20181,CC,SB11201810057973,URBANO,No,A,ACADEMICO,311001107599,311001107599,11,11001,108381,BOGOTA,MIXTO,MANANA,BOGOTA D.C.,NO OFICIAL,COLEGIO RETOS,COLEGIO RETOS - SEDE PRINCIPAL,Si,11.0,11001.0,11.0,11001.0,BOGOTA,BOGOTA,PUBLICAR,ESTUDIANTE,1999-09-25,F,BOGOTA D.C.,BOGOTA D.C.,COLOMBIA,COLOMBIA,No,CUATRO,EDUCACION PROFESIONAL INCOMPLETA,EDUCACION PROFESIONAL COMPLETA,ESTRATO 5,5 A 6,Si,Si,Si,Si,A2,59.0,66.0,53,62,62,303,1
20181,TI,SB11201810007060,URBANO,Desconocido,A,ACADEMICO,311001109974,311001109974,11,11001,188581,BOGOTA,MIXTO,MANANA,BOGOTA D.C.,NO OFICIAL,COLEGIO FORMARTE,COLEGIO FORMARTE - SEDE PRINCIPAL,Si,11.0,11001.0,11.0,11001.0,BOGOTA,BOGOTA,PUBLICAR,ESTUDIANTE,2000-12-12,M,BOGOTA D.C.,BOGOTA D.C.,COLOMBIA,COLOMBIA,No,TRES,NAN,NAN,NAN,5 A 6,No,Si,Desconocido,Si,B+,82.0,82.0,77,65,71,372,1
20181,CR,SB11201810032470,URBANO,No,B,ACADEMICO,376001038478,376001038478,76,76001,106740,VALLE,MIXTO,NOCHE,CALI,NO OFICIAL,CENTRO DE ESTUDIOS ACADEMICOS C.E.A,CENTRO DE ESTUDIOS ACADEMICOS C.E.A,Si,76.0,76001.0,76.0,76001.0,VALLE,VALLE,PUBLICAR,ESTUDIANTE,1999-11-17,F,CALI,CALI,COLOMBIA,COLOMBIA,No,NAN,NAN,NAN,NAN,NAN,Desconocido,Desconocido,Desconocido,Desconocido,A-,42.0,25.0,24,38,34,156,1
20181,TI,SB11201810023036,URBANO,No,A,ACADEMICO,373443001249,373443001249,73,73443,104737,TOLIMA,MIXTO,SABATINA,SAN SEBASTIAN DE MARIQUITA,NO OFICIAL,SENDAS - MARIQUITA (INST SERV EDUC NAL DE ADULTOS SENDAS),INST SERV EDUC NAL DE ADULTOS SENDAS,Si,17.0,17380.0,73.0,73520.0,CALDAS,TOLIMA,PUBLICAR,ESTUDIANTE,2000-11-15,F,LA DORADA,PALOCABILDO,COLOMBIA,COLOMBIA,No,UNO,PRIMARIA INCOMPLETA,PRIMARIA INCOMPLETA,SIN ESTRATO,7 A 8,No,No,No,No,A-,41.0,39.0,43,45,50,220,1
20181,TI,SB11201810007545,URBANO,Si,B,ACADEMICO,476520006324,476520006324,76,76520,101048,VALLE,MIXTO,COMPLETA,PALMIRA,NO OFICIAL,COLEGIO BILINGUE SAN JOSE CAMPESTRE,COL SAN JOSE CAMPESTRE,Si,76.0,76520.0,76.0,76520.0,VALLE,VALLE,PUBLICAR,ESTUDIANTE,2002-01-04,F,PALMIRA,PALMIRA,COLOMBIA,COLOMBIA,No,TRES,POSTGRADO,NO SABE,ESTRATO 2,3 A 4,Si,Si,Si,Si,A2,67.0,57.0,59,59,63,300,1
20181,TI,SB11201810007545,URBANO,Si,B,ACADEMICO,476520006324,476520006324,76,76520,101048,VALLE,MIXTO,COMPLETA,PALMIRA,NO OFICIAL,COLEGIO BILINGUE SAN JOSE CAMPESTRE,COL SAN JOSE CAMPESTRE,Si,76.0,76520.0,76.0,76520.0,VALLE,VALLE,PUBLICAR,ESTUDIANTE,2002-01-04,F,PALMIRA,PALMIRA,COLOMBIA,COLOMBIA,No,TRES,POSTGRADO,NO SABE,ESTRATO 2,3 A 4,Si,Si,Si,Si,A2,67.0,57.0,59,59,63,300,1
20181,CC,SB11201810027948,URBANO,Desconocido,OTRO,NAN,368679800008,368679800008,68,68679,706267,SANTANDER,MIXTO,SABATINA,SAN GIL,NO OFICIAL,INSTITUTO PAULO FREIRE,INSTITUTO PAULO FREIRE - SEDE PRINCIPAL,Si,11.0,11001.0,11.0,11001.0,BOGOTA,BOGOTA,PUBLICAR,ESTUDIANTE,1998-11-07,M,BOGOTA D.C.,BOGOTA D.C.,COLOMBIA,COLOMBIA,No,TRES,PRIMARIA INCOMPLETA,NINGUNO,ESTRATO 3,3 A 4,Si,Si,Si,Si,A1,53.0,34.0,42,31,34,183,1
20181,CC,SB11201810049429,URBANO,No,A,TECNICO/ACADEMICO,311001106177,311001106177,11,11001,119164,BOGOTA,MIXTO,MANANA,BOGOTA D.C.,NO OFICIAL,INST ANDRE MICHELIN,INST ANDRE MICHELIN,Si,11.0,11001.0,11.0,11001.0,BOGOTA,BOGOTA,PUBLICAR,ESTUDIANTE,1998-06-29,M,BOGOTA D.C.,BOGOTA D.C.,COLOMBIA,COLOMBIA,No,NAN,SECUNDARIA (BACHILLERATO) INCOMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA,ESTRATO 1,5 A 6,No,No,Si,No,A1,48.0,44.0,39,41,45,213,1
20181,CC,SB11201810040163,URBANO,Desconocido,A,ACADEMICO,311001109761,311001109761,11,11001,183152,BOGOTA,MIXTO,NOCHE,BOGOTA D.C.,NO OFICIAL,FUNDACION HUMANISTA ERASMO DE ROTTERDAM,FUNDACION HUMANISTA ERASMO DE ROTTERDAM - SEDE PRINCIPAL,Si,8.0,8001.0,8.0,8433.0,ATLANTICO,ATLANTICO,PUBLICAR,ESTUDIANTE,1991-12-02,M,BARRANQUILLA,MALAMBO,COLOMBIA,COLOMBIA,No,UNO,NAN,NAN,NAN,3 A 4,Si,Si,Desconocido,No,A-,29.0,38.0,26,30,29,153,1
20181,TI,SB11201810024082,URBANO,No,B,ACADEMICO,376001001116,376001001116,76,76001,16691,VALLE,MIXTO,COMPLETA,CALI,NO OFICIAL,COLEGIO AMERICANO,COLEGIO AMERICANO,Si,76.0,76001.0,76.0,76364.0,VALLE,VALLE,PUBLICAR,ESTUDIANTE,2000-03-24,M,CALI,JAMUNDI,COLOMBIA,COLOMBIA,No,CUATRO,POSTGRADO,POSTGRADO,ESTRATO 4,3 A 4,Si,Si,Si,Si,A2,65.0,62.0,52,59,65,300,1
20181,TI,SB11201810024082,URBANO,No,B,ACADEMICO,376001001116,376001001116,76,76001,16691,VALLE,MIXTO,COMPLETA,CALI,NO OFICIAL,COLEGIO AMERICANO,COLEGIO AMERICANO,Si,76.0,76001.0,76.0,76364.0,VALLE,VALLE,PUBLICAR,ESTUDIANTE,2000-03-24,M,CALI,JAMUNDI,COLOMBIA,COLOMBIA,No,CUATRO,POSTGRADO,POSTGRADO,ESTRATO 4,3 A 4,Si,Si,Si,Si,A2,65.0,62.0,52,59,65,300,1
20181,TI,SB11201810051235,URBANO,No,B,TECNICO,376001019201,376001019201,76,76001,629295,VALLE,MIXTO,MANANA,CALI,NO OFICIAL,INST CIAL ARQUIDIOCESANO,INST CIAL ARQUIDIOCESANO,Si,76.0,76001.0,76.0,76001.0,VALLE,VALLE,PUBLICAR,ESTUDIANTE,2000-10-05,F,CALI,CALI,COLOMBIA,COLOMBIA,No,TRES,EDUCACION PROFESIONAL COMPLETA,EDUCACION PROFESIONAL COMPLETA,ESTRATO 3,3 A 4,Si,No,Si,Si,A2,67.0,54.0,53,57,46,268,1
20181,TI,SB11201810006202,URBANO,No,B,TECNICO,376001013203,376001013203,76,76001,95786,VALLE,MIXTO,MANANA,CALI,NO OFICIAL,COLEGIO PARROQUIAL NUESTRA SENORA DE GUADALUPE,FUND COL  NUESTRA SRA DE GUADALUPE,Si,76.0,76001.0,76.0,76001.0,VALLE,VALLE,PUBLICAR,ESTUDIANTE,2001-09-21,F,CALI,CALI,COLOMBIA,COLOMBIA,No,CUATRO,SECUNDARIA (BACHILLERATO) INCOMPLETA,TECNICA O TECNOLOGICA INCOMPLETA,SIN ESTRATO,3 A 4,Si,Si,Si,Si,A1,49.0,48.0,41,46,47,229,1
20181,TI,SB11201810006202,URBANO,No,B,TECNICO,376001013203,376001013203,76,76001,95786,VALLE,MIXTO,MANANA,CALI,NO OFICIAL,COLEGIO PARROQUIAL NUESTRA SENORA DE GUADALUPE,FUND COL  NUESTRA SRA DE GUADALUPE,Si,76.0,76001.0,76.0,76001.0,VALLE,VALLE,PUBLICAR,ESTUDIANTE,2001-09-21,F,CALI,CALI,COLOMBIA,COLOMBIA,No,CUATRO,SECUNDARIA (BACHILLERATO) INCOMPLETA,TECNICA O TECNOLOGICA INCOMPLETA,SIN ESTRATO,3 A 4,Si,Si,Si,Si,A1,49.0,48.0,41,46,47,229,1
20181,TI,SB11201810001058,URBANO,Desconocido,B,ACADEMICO,476001029180,476001029180,76,76001,170621,VALLE,MIXTO,COMPLETA,CALI,NO OFICIAL,COLEGIO CAMPESTRE ANGLO HISPANO,COLEGIO CAMPESTRE ANGLO HISPANO - SEDE PRINCIPAL,Si,76.0,76001.0,76.0,76001.0,VALLE,VALLE,PUBLICAR,ESTUDIANTE,2001-12-18,F,CALI,CALI,COLOMBIA,COLOMBIA,No,CINCO,EDUCACION PROFESIONAL COMPLETA,EDUCACION PROFESIONAL COMPLETA,ESTRATO 6,5 A 6,Si,Si,Si,Si,B1,77.0,59.0,59,48,59,289,1
20181,TI,SB11201810001058,URBANO,Desconocido,B,ACADEMICO,476001029180,476001029180,76,76001,170621,VALLE,MIXTO,COMPLETA,CALI,NO OFICIAL,COLEGIO CAMPESTRE ANGLO HISPANO,COLEGIO CAMPESTRE ANGLO HISPANO - SEDE PRINCIPAL,Si,76.0,76001.0,76.0,76001.0,VALLE,VALLE,PUBLICAR,ESTUDIANTE,2001-12-18,F,CALI,CALI,COLOMBIA,COLOMBIA,No,CINCO,EDUCACION PROFESIONAL COMPLETA,EDUCACION PROFESIONAL COMPLETA,ESTRATO 6,5 A 6,Si,Si,Si,Si,B1,77.0,59.0,59,48,59,289,1
20181,TI,SB11201810016361,URBANO,No,B,ACADEMICO,376001001566,376001001566,76,76001,17129,VALLE,MIXTO,COMPLETA,CALI,NO OFICIAL,COLEGIO MAYOR ALFEREZ REAL,COLEGIO MAYOR ALFEREZ REAL,Si,76.0,76001.0,76.0,76001.0,VALLE,VALLE,PUBLICAR,ESTUDIANTE,2000-11-08,F,CALI,CALI,COLOMBIA,COLOMBIA,No,CUATRO,SECUNDARIA (BACHILLERATO) COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA,ESTRATO 4,5 A 6,Si,Si,Si,Si,A1,55.0,40.0,52,48,54,245,1
20181,TI,SB11201810016361,URBANO,No,B,ACADEMICO,376001001566,376001001566,76,76001,17129,VALLE,MIXTO,COMPLETA,CALI,NO OFICIAL,COLEGIO MAYOR ALFEREZ REAL,COLEGIO MAYOR ALFEREZ REAL,Si,76.0,76001.0,76.0,76001.0,VALLE,VALLE,PUBLICAR,ESTUDIANTE,2000-11-08,F,CALI,CALI,COLOMBIA,COLOMBIA,No,CUATRO,SECUNDARIA (BACHILLERATO) COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA,ESTRATO 4,5 A 6,Si,Si,Si,Si,A1,55.0,40.0,52,48,54,245,1
20181,TI,SB11201810038747,RURAL,No,B,ACADEMICO,311769001544,311769001544,25,25214,19463,CUNDINAMARCA,MIXTO,COMPLETA,COTA,NO OFICIAL,COL NUEVO REINO DE GRANADA,COL NUEVO REINO DE GRANADA,Si,11.0,11001.0,11.0,11001.0,BOGOTA,BOGOTA,PUBLICAR,ESTUDIANTE,2001-04-17,F,BOGOTA D.C.,BOGOTA D.C.,COLOMBIA,COLOMBIA,No,DOS,POSTGRADO,SECUNDARIA (BACHILLERATO) INCOMPLETA,ESTRATO 4,1 A 2,Si,Si,Si,Si,B+,81.0,58.0,61,63,72,324,1
